,year,month,metro,city,houseCnt,powerUsage,bill
17,2017,02,강원도,양구군,11203,221.29,25583
0,2017,02,충청북도,충주시,115668,213.73,24405
1,2017,02,충청북도,영동군,27911,197.59,22747
2,2017,02,충청북도,단양군,17144,200.73,23451
3,2017,02,충청북도,청주시 흥덕구,133996,217.75,24481
4,2017,02,충청북도,보은군,19059,195.53,22784
5,2017,02,충청북도,청주시 청원구,102264,217.73,23959
6,2017,02,충청북도,제천시,70148,225.66,25372
7,2017,02,충청북도,진천군,41708,209.01,23768
8,2017,02,충청북도,청주시 상당구,78647,240.56,27474
9,2017,02,충청북도,옥천군,26275,215.62,25313
10,2017,02,충청북도,증평군,20591,203.53,22332
11,2017,02,충청북도,괴산군,21810,192.21,22863
12,2017,02,충청북도,음성군,55873,208.9,23372
13,2017,02,충청북도,청주시 서원구,107908,228.24,25249
0,2017,02,충청남도,아산시,156101,221.55,24115
1,2017,02,충청남도,계룡시,18427,256.9,27269
2,2017,02,충청남도,예산군,44155,217.01,25089
3,2017,02,충청남도,보령시,53495,217.52,24221
4,2017,02,충청남도,금산군,30519,194.15,22299
5,2017,02,충청남도,천안시 동남구,125370,223.92,25264
6,2017,02,충청남도,홍성군,57861,222.97,24466
7,2017,02,충청남도,당진시,100347,204.41,22709
8,2017,02,충청남도,서산시,92873,216.31,23614
9,2017,02,충청남도,서천군,31209,202.69,23072
10,2017,02,충청남도,천안시 서북구,187164,226.96,24635
11,2017,02,충청남도,부여군,36216,210.5,24210
12,2017,02,충청남도,청양군,17850,203.33,23449
13,2017,02,충청남도,태안군,34179,203.38,23304
14,2017,02,충청남도,공주시,58907,209.13,23815
15,2017,02,충청남도,논산시,67413,205.81,22928
0,2017,02,전라북도,정읍시,60780,211.62,23407
1,2017,02,전라북도,군산시,142998,231.61,25231
2,2017,02,전라북도,김제시,45366,209.75,23981
3,2017,02,전라북도,전주시 완산구,172494,249.87,27833
4,2017,02,전라북도,임실군,15525,181.0,20622
5,2017,02,전라북도,순창군,15040,190.57,21246
6,2017,02,전라북도,전주시 덕진구,140968,245.49,27505
7,2017,02,전라북도,남원시,45414,209.32,23333
8,2017,02,전라북도,완주군,48578,208.85,23085
9,2017,02,전라북도,무주군,14148,194.7,22049
10,2017,02,전라북도,고창군,30938,198.79,22835
11,2017,02,전라북도,익산시,148391,232.44,25564
12,2017,02,전라북도,진안군,13734,186.1,21329
13,2017,02,전라북도,장수군,12212,196.05,22235
14,2017,02,전라북도,부안군,28389,211.43,24287
0,2017,02,전라남도,곡성군,16829,186.79,21440
1,2017,02,전라남도,보성군,25031,186.54,20858
2,2017,02,전라남도,장흥군,22012,191.68,21587
3,2017,02,전라남도,영암군,34268,184.83,19539
4,2017,02,전라남도,여수시,140298,236.16,26477
5,2017,02,전라남도,강진군,20597,194.04,22192
6,2017,02,전라남도,함평군,18083,185.19,20835
7,2017,02,전라남도,구례군,14908,197.98,22497
8,2017,02,전라남도,장성군,22620,190.16,21432
9,2017,02,전라남도,목포시,115691,252.65,28276
10,2017,02,전라남도,순천시,134477,242.8,27249
11,2017,02,전라남도,고흥군,40683,192.98,22818
12,2017,02,전라남도,신안군,22159,167.37,20050
13,2017,02,전라남도,해남군,37982,204.63,25433
14,2017,02,전라남도,완도군,28055,202.36,25516
15,2017,02,전라남도,광양시,76493,218.71,23833
16,2017,02,전라남도,화순군,33407,207.23,22390
17,2017,02,전라남도,나주시,61860,188.14,19553
18,2017,02,전라남도,담양군,22891,192.23,22519
19,2017,02,전라남도,무안군,41480,223.85,25630
20,2017,02,전라남도,영광군,29059,202.7,23105
21,2017,02,전라남도,진도군,17986,201.02,21585
0,2017,02,경상북도,상주시,56782,197.02,21673
1,2017,02,경상북도,영양군,10862,185.25,20750
2,2017,02,경상북도,청도군,25334,182.18,20691
3,2017,02,경상북도,봉화군,19291,181.01,19887
4,2017,02,경상북도,김천시,77520,201.47,21975
5,2017,02,경상북도,고령군,17534,199.99,22772
6,2017,02,경상북도,안동시,92855,208.11,22782
7,2017,02,경상북도,군위군,13848,176.3,19621
8,2017,02,경상북도,청송군,15742,181.31,20362
9,2017,02,경상북도,영덕군,23351,188.94,21475
10,2017,02,경상북도,포항시 남구,129942,214.95,23735
11,2017,02,경상북도,영천시,55059,198.37,21582
12,2017,02,경상북도,의성군,32590,186.14,20927
13,2017,02,경상북도,경주시,152938,201.29,22588
14,2017,02,경상북도,영주시,58815,211.0,23317
15,2017,02,경상북도,칠곡군,67057,203.39,22076
16,2017,02,경상북도,울릉군,4627,160.88,18713
17,2017,02,경상북도,구미시,224414,207.63,22223
18,2017,02,경상북도,문경시,39683,208.89,23765
19,2017,02,경상북도,예천군,28576,185.86,20347
20,2017,02,경상북도,울진군,33216,198.0,22937
21,2017,02,경상북도,포항시 북구,134882,227.27,24758
22,2017,02,경상북도,경산시,154603,198.35,20715
23,2017,02,경상북도,성주군,23187,185.15,21743
0,2017,02,경상남도,창녕군,36688,192.52,22361
1,2017,02,경상남도,거창군,34022,201.08,22826
2,2017,02,경상남도,사천시,60412,217.18,24815
3,2017,02,경상남도,창원시 진해구,95654,226.98,25440
4,2017,02,경상남도,양산시,157758,229.9,24697
5,2017,02,경상남도,의령군,17831,172.77,19784
6,2017,02,경상남도,남해군,27403,183.77,22697
7,2017,02,경상남도,창원시 마산회원구,94863,247.73,27606
8,2017,02,경상남도,창원시 의창구,124875,219.81,25423
9,2017,02,경상남도,거제시,132914,233.88,27020
10,2017,02,경상남도,산청군,21416,175.11,19913
11,2017,02,경상남도,함양군,23813,188.51,21323
12,2017,02,경상남도,창원시 성산구,98296,248.14,26662
13,2017,02,경상남도,통영시,71364,230.91,26981
14,2017,02,경상남도,고성군,32808,195.67,22808
15,2017,02,경상남도,하동군,26892,181.05,21234
16,2017,02,경상남도,합천군,28768,171.47,19577
17,2017,02,경상남도,진주시,176915,232.55,26427
18,2017,02,경상남도,김해시,238393,245.07,27446
19,2017,02,경상남도,밀양시,60697,204.48,23358
20,2017,02,경상남도,함안군,36533,216.53,24798
21,2017,02,경상남도,창원시 마산합포구,92783,226.1,25795
0,2017,02,제주특별자치도,서귀포시,84762,211.6,24556
1,2017,02,제주특별자치도,제주시,220875,233.13,27334
0,2017,03,서울특별시,금천구,115454,191.72,18483
1,2017,03,서울특별시,도봉구,141656,222.87,21582
2,2017,03,서울특별시,구로구,190426,211.47,21034
3,2017,03,서울특별시,강남구,256191,225.36,25250
4,2017,03,서울특별시,종로구,83389,187.26,22784
5,2017,03,서울특별시,용산구,118922,212.56,23985
6,2017,03,서울특별시,동대문구,178687,196.21,19507
7,2017,03,서울특별시,서대문구,148819,203.43,20773
8,2017,03,서울특별시,강서구,264277,201.56,20318
9,2017,03,서울특별시,영등포구,187442,201.12,20093
10,2017,03,서울특별시,은평구,208051,211.59,22371
11,2017,03,서울특별시,송파구,259598,223.98,23856
12,2017,03,서울특별시,중랑구,182284,205.01,20387
13,2017,03,서울특별시,강북구,149881,199.89,19663
14,2017,03,서울특별시,성북구,199681,215.67,22402
15,2017,03,서울특별시,양천구,181894,232.15,23724
16,2017,03,서울특별시,성동구,136418,215.96,21894
17,2017,03,서울특별시,노원구,221454,225.17,20054
18,2017,03,서울특별시,서초구,181838,239.31,27981
19,2017,03,서울특별시,중구,67248,198.16,20543
20,2017,03,서울특별시,마포구,181434,200.42,20184
21,2017,03,서울특별시,동작구,185363,196.32,19772
22,2017,03,서울특별시,관악구,276293,173.93,16272
23,2017,03,서울특별시,강동구,185791,208.72,21674
24,2017,03,서울특별시,광진구,175898,187.27,19191
0,2017,03,부산광역시,중구,28699,164.02,16382
1,2017,03,부산광역시,금정구,124568,201.74,20423
2,2017,03,부산광역시,강서구,51796,207.21,21943
3,2017,03,부산광역시,해운대구,182932,239.79,24298
4,2017,03,부산광역시,연제구,93655,222.34,22763
5,2017,03,부산광역시,영도구,62345,201.46,19720
6,2017,03,부산광역시,서구,58891,192.25,19616
7,2017,03,부산광역시,부산진구,187274,210.83,20801
8,2017,03,부산광역시,사상구,104464,216.68,20719
9,2017,03,부산광역시,동구,49412,182.79,18414
10,2017,03,부산광역시,동래구,118595,227.77,23817
11,2017,03,부산광역시,수영구,87800,208.89,21122
12,2017,03,부산광역시,기장군,43639,197.23,20132
13,2017,03,부산광역시,남구,132079,218.83,22096
14,2017,03,부산광역시,북구,127822,233.21,22358
15,2017,03,부산광역시,사하구,153110,213.53,20783
0,2017,03,대구광역시,서구,101372,192.75,19322
1,2017,03,대구광역시,동구,171185,202.48,19665
2,2017,03,대구광역시,중구,48087,180.05,17727
3,2017,03,대구광역시,달성군,104941,182.28,17358
4,2017,03,대구광역시,남구,91370,173.56,17085
5,2017,03,대구광역시,북구,201302,214.5,20487
6,2017,03,대구광역시,달서구,265176,218.16,20729
7,2017,03,대구광역시,수성구,189304,230.44,23683
0,2017,03,인천광역시,동구,31083,224.77,21861
1,2017,03,인천광역시,남동구,229531,219.62,21779
2,2017,03,인천광역시,강화군,35185,176.82,19833
3,2017,03,인천광역시,연수구,137890,228.29,23699
4,2017,03,인천광역시,서구,208784,233.25,24289
5,2017,03,인천광역시,옹진군,12152,139.9,15487
6,2017,03,인천광역시,남구,204464,198.16,20224
7,2017,03,인천광역시,계양구,133220,223.73,21974
8,2017,03,인천광역시,중구,59070,198.91,19688
9,2017,03,인천광역시,부평구,233289,219.57,21509
0,2017,03,광주광역시,광산구,181296,219.62,20927
1,2017,03,광주광역시,남구,101352,220.68,22170
2,2017,03,광주광역시,동구,57731,181.37,18207
3,2017,03,광주광역시,서구,149301,219.28,21453
4,2017,03,광주광역시,북구,214060,208.78,20073
0,2017,03,대전광역시,동구,129685,184.14,17105
1,2017,03,대전광역시,유성구,167461,198.67,18768
2,2017,03,대전광역시,서구,236658,200.51,18655
3,2017,03,대전광역시,대덕구,92622,200.79,18849
4,2017,03,대전광역시,중구,119204,207.79,19891
0,2017,03,울산광역시,북구,80763,232.11,22796
1,2017,03,울산광역시,중구,109431,219.1,22628
2,2017,03,울산광역시,남구,159029,213.3,21497
3,2017,03,울산광역시,울주군,108405,199.49,19696
4,2017,03,울산광역시,동구,79939,205.99,20433
0,2017,03,경기도,의정부시,183532,229.01,22182
1,2017,03,경기도,과천시,22140,212.42,21477
2,2017,03,경기도,남양주시,251768,250.04,26217
3,2017,03,경기도,가평군,33189,180.13,19964
4,2017,03,경기도,안성시,95582,192.99,18599
5,2017,03,경기도,부천시 남구,2,116.0,13070
6,2017,03,경기도,안양시 동안구,129763,231.27,23524
7,2017,03,경기도,고양시 일산서구,107612,253.85,26406
8,2017,03,경기도,용인시 기흥구,154064,247.49,26025
9,2017,03,경기도,부천시,360605,221.92,22677
10,2017,03,경기도,안산시 상록구,174250,196.62,19456
11,2017,03,경기도,포천시,73237,193.29,20027
12,2017,03,경기도,김포시,152668,236.03,24786
13,2017,03,경기도,수원시 장안구,125191,212.22,21315
14,2017,03,경기도,고양시 덕양구,157952,224.91,22151
15,2017,03,경기도,고양시 일산동구,120040,240.58,25228
16,2017,03,경기도,오산시,102452,201.49,19643
17,2017,03,경기도,군포시,110947,224.45,21998
18,2017,03,경기도,화성시,294394,207.66,21372
19,2017,03,경기도,성남시 중원구,102172,203.52,20551
20,2017,03,경기도,동두천시,45948,219.97,21389
21,2017,03,경기도,광주시,147387,220.68,23869
22,2017,03,경기도,연천군,23841,171.47,18193
23,2017,03,경기도,성남시 수정구,119931,176.2,17782
24,2017,03,경기도,수원시 권선구,161252,214.12,21339
25,2017,03,경기도,광명시,126488,229.18,22143
26,2017,03,경기도,시흥시,197605,199.33,18976
27,2017,03,경기도,하남시,85762,225.26,23213
28,2017,03,경기도,안산시 단원구,155237,194.64,18643
29,2017,03,경기도,용인시 수지구,122367,266.93,29451
30,2017,03,경기도,평택시,251294,193.8,19544
31,2017,03,경기도,양주시,80559,216.58,22231
32,2017,03,경기도,이천시,97865,202.38,20574
33,2017,03,경기도,성남시 분당구,189667,240.06,25241
34,2017,03,경기도,수원시 팔달구,104697,191.58,18911
35,2017,03,경기도,수원시 영통구,145160,211.3,20656
36,2017,03,경기도,구리시,77113,231.56,23264
37,2017,03,경기도,파주시,175358,233.66,24296
38,2017,03,경기도,용인시 처인구,104258,201.41,21205
39,2017,03,경기도,안양시 만안구,107629,217.29,22045
40,2017,03,경기도,의왕시,59164,234.71,23986
41,2017,03,경기도,여주시,55229,192.31,19791
42,2017,03,경기도,양평군,58167,191.04,21681
0,2017,03,강원도,원주시,169218,210.03,20882
1,2017,03,강원도,양구군,11226,188.07,19374
2,2017,03,강원도,양양군,17255,164.73,16634
3,2017,03,강원도,홍천군,38773,175.9,18248
4,2017,03,강원도,횡성군,25214,174.39,18191
5,2017,03,강원도,정선군,21473,175.94,18223
6,2017,03,강원도,화천군,12300,175.4,18111
7,2017,03,강원도,고성군,15977,170.43,17734
8,2017,03,강원도,철원군,22278,192.47,21251
9,2017,03,강원도,강릉시,114806,198.96,19908
10,2017,03,강원도,춘천시,141055,207.19,20468
11,2017,03,강원도,영월군,21973,172.04,17919
12,2017,03,강원도,평창군,28221,165.61,17110
13,2017,03,강원도,인제군,17824,170.92,18572
14,2017,03,강원도,동해시,47816,198.98,18988
15,2017,03,강원도,태백시,24663,188.35,18352
16,2017,03,강원도,속초시,40972,213.02,20463
17,2017,03,강원도,삼척시,40379,173.83,17029
0,2017,03,충청북도,청주시 흥덕구,134085,187.91,18682
1,2017,03,충청북도,증평군,20677,179.32,18044
2,2017,03,충청북도,영동군,27919,168.27,17282
3,2017,03,충청북도,청주시 서원구,107897,195.71,19006
4,2017,03,충청북도,괴산군,21823,162.58,17791
5,2017,03,충청북도,충주시,115798,182.79,17433
6,2017,03,충청북도,보은군,19095,163.16,17360
7,2017,03,충청북도,옥천군,26307,181.08,19083
8,2017,03,충청북도,단양군,17153,171.57,18119
9,2017,03,충청북도,청주시 청원구,102440,187.59,18413
10,2017,03,충청북도,진천군,42395,174.76,17444
11,2017,03,충청북도,음성군,56126,175.78,17261
12,2017,03,충청북도,제천시,70172,192.44,19048
13,2017,03,충청북도,청주시 상당구,78737,205.25,20980
0,2017,03,충청남도,논산시,67486,173.77,17161
1,2017,03,충청남도,부여군,36235,176.71,18237
2,2017,03,충청남도,서산시,93096,185.91,18270
3,2017,03,충청남도,천안시 서북구,187357,200.69,19503
4,2017,03,충청남도,예산군,44181,183.45,18771
5,2017,03,충청남도,보령시,53564,183.97,18052
6,2017,03,충청남도,태안군,34188,173.98,17969
7,2017,03,충청남도,천안시 동남구,125570,195.49,19398
8,2017,03,충청남도,청양군,17886,171.33,17736
9,2017,03,충청남도,계룡시,18452,228.72,21930
10,2017,03,충청남도,서천군,31241,172.02,17785
11,2017,03,충청남도,당진시,100542,176.99,17715
12,2017,03,충청남도,홍성군,57909,189.79,18111
13,2017,03,충청남도,아산시,156414,193.29,18620
14,2017,03,충청남도,공주시,58941,175.32,17632
15,2017,03,충청남도,금산군,30544,164.76,16771
0,2017,03,전라북도,정읍시,60810,179.83,17700
1,2017,03,전라북도,전주시 완산구,173197,215.31,21179
2,2017,03,전라북도,남원시,45442,178.96,17915
3,2017,03,전라북도,진안군,13753,157.25,16576
4,2017,03,전라북도,완주군,48607,180.1,17797
5,2017,03,전라북도,부안군,28403,177.39,18619
6,2017,03,전라북도,전주시 덕진구,141141,212.71,21068
7,2017,03,전라북도,임실군,15547,153.91,16180
8,2017,03,전라북도,고창군,30960,168.71,17707
9,2017,03,전라북도,익산시,148527,199.72,19228
10,2017,03,전라북도,무주군,14147,166.16,16947
11,2017,03,전라북도,군산시,143171,200.92,19436
12,2017,03,전라북도,김제시,45441,178.8,18868
13,2017,03,전라북도,장수군,12237,166.68,16705
14,2017,03,전라북도,순창군,15050,160.29,16223
0,2017,03,전라남도,담양군,22901,161.96,17854
1,2017,03,전라남도,화순군,33451,175.97,16508
2,2017,03,전라남도,장성군,22631,162.47,17140
3,2017,03,전라남도,광양시,76556,188.74,18286
4,2017,03,전라남도,보성군,25053,158.4,15893
5,2017,03,전라남도,해남군,38040,173.39,18105
6,2017,03,전라남도,장흥군,22076,161.95,16277
7,2017,03,전라남도,함평군,18095,156.39,15864
8,2017,03,전라남도,여수시,141299,200.91,19819
9,2017,03,전라남도,신안군,22200,146.3,17561
10,2017,03,전라남도,순천시,134630,209.13,20916
11,2017,03,전라남도,나주시,62230,165.88,15538
12,2017,03,전라남도,곡성군,16851,157.28,16355
13,2017,03,전라남도,영암군,34282,159.23,14834
14,2017,03,전라남도,무안군,41683,192.81,19890
15,2017,03,전라남도,고흥군,40739,161.88,17036
16,2017,03,전라남도,강진군,20676,164.5,16951
17,2017,03,전라남도,구례군,14959,166.93,16754
18,2017,03,전라남도,영광군,29112,172.38,17649
19,2017,03,전라남도,완도군,28195,173.41,19227
20,2017,03,전라남도,목포시,115791,217.85,21553
21,2017,03,전라남도,진도군,18060,170.97,18603
0,2017,03,경상북도,문경시,39729,178.36,18052
1,2017,03,경상북도,봉화군,19314,155.21,15454
2,2017,03,경상북도,안동시,92912,179.62,17345
3,2017,03,경상북도,영주시,58867,185.83,18251
4,2017,03,경상북도,군위군,13850,147.33,14537
5,2017,03,경상북도,청송군,15749,154.57,15693
6,2017,03,경상북도,영덕군,23380,162.38,16600
7,2017,03,경상북도,칠곡군,67172,174.06,16479
8,2017,03,경상북도,경주시,153175,174.2,17490
9,2017,03,경상북도,김천시,77584,172.72,16529
10,2017,03,경상북도,경산시,154647,172.06,15597
11,2017,03,경상북도,영양군,10873,160.14,16228
12,2017,03,경상북도,구미시,224640,178.42,16818
13,2017,03,경상북도,상주시,57204,166.06,16117
14,2017,03,경상북도,고령군,17534,167.86,16580
15,2017,03,경상북도,성주군,23223,154.79,16345
16,2017,03,경상북도,의성군,32588,158.68,16059
17,2017,03,경상북도,예천군,30539,147.16,14353
18,2017,03,경상북도,울진군,33237,172.17,17906
19,2017,03,경상북도,울릉군,4628,147.03,15872
20,2017,03,경상북도,포항시 남구,130260,185.24,18219
21,2017,03,경상북도,영천시,55086,168.38,16046
22,2017,03,경상북도,청도군,25414,154.04,16972
23,2017,03,경상북도,포항시 북구,135008,198.32,19148
0,2017,03,경상남도,창원시 진해구,95739,197.8,19882
1,2017,03,경상남도,함안군,36585,183.63,18834
2,2017,03,경상남도,창녕군,36754,162.48,16895
3,2017,03,경상남도,하동군,26937,152.62,16454
4,2017,03,경상남도,진주시,177405,202.06,20302
5,2017,03,경상남도,밀양시,60802,172.52,17533
6,2017,03,경상남도,양산시,159947,201.37,19514
7,2017,03,경상남도,창원시 의창구,125218,190.62,20097
8,2017,03,경상남도,통영시,71550,197.33,20692
9,2017,03,경상남도,합천군,28856,144.9,14985
10,2017,03,경상남도,거제시,133767,204.28,21316
11,2017,03,경상남도,함양군,23781,160.0,16188
12,2017,03,경상남도,김해시,238746,213.11,21082
13,2017,03,경상남도,고성군,32827,164.97,17153
14,2017,03,경상남도,거창군,34144,169.44,17207
15,2017,03,경상남도,의령군,17850,144.82,14853
16,2017,03,경상남도,남해군,27423,150.98,17301
17,2017,03,경상남도,창원시 마산합포구,92702,197.37,20263
18,2017,03,경상남도,창원시 성산구,98448,216.36,20717
19,2017,03,경상남도,사천시,60485,184.33,18506
20,2017,03,경상남도,산청군,21507,147.44,15137
21,2017,03,경상남도,창원시 마산회원구,94893,216.16,21836
0,2017,03,제주특별자치도,제주시,222046,202.48,21247
1,2017,03,제주특별자치도,서귀포시,85173,183.76,19093
0,2017,04,서울특별시,성북구,199593,226.81,24280
1,2017,04,서울특별시,도봉구,142258,232.59,24013
2,2017,04,서울특별시,은평구,208072,219.67,24073
3,2017,04,서울특별시,서대문구,148787,210.56,22085
4,2017,04,서울특별시,동작구,185616,205.27,21455
5,2017,04,서울특별시,서초구,181614,246.23,29584
6,2017,04,서울특별시,성동구,136683,224.86,23737
7,2017,04,서울특별시,구로구,190671,218.35,22567
8,2017,04,서울특별시,관악구,276783,182.42,17687
9,2017,04,서울특별시,노원구,221662,237.44,22896
10,2017,04,서울특별시,강남구,256284,231.99,26371
11,2017,04,서울특별시,양천구,181693,241.33,25914
12,2017,04,서울특별시,강북구,150304,207.74,21371
13,2017,04,서울특별시,금천구,115857,197.89,19960
14,2017,04,서울특별시,동대문구,178987,202.7,20858
15,2017,04,서울특별시,강동구,185131,218.0,23372
16,2017,04,서울특별시,중구,67341,202.59,21632
17,2017,04,서울특별시,마포구,181382,209.35,22087
18,2017,04,서울특별시,송파구,259517,236.53,26306
19,2017,04,서울특별시,종로구,83740,191.09,21823
20,2017,04,서울특별시,용산구,118917,220.51,25576
21,2017,04,서울특별시,강서구,264219,211.26,22172
22,2017,04,서울특별시,영등포구,188833,201.98,20792
23,2017,04,서울특별시,중랑구,182592,212.54,21995
24,2017,04,서울특별시,광진구,176012,194.96,20645
0,2017,04,부산광역시,동래구,118586,243.22,26694
1,2017,04,부산광역시,강서구,51850,223.79,24888
2,2017,04,부산광역시,북구,127838,247.95,25348
3,2017,04,부산광역시,해운대구,182959,257.27,27917
4,2017,04,부산광역시,금정구,124540,215.53,23053
5,2017,04,부산광역시,연제구,93531,237.37,25602
6,2017,04,부산광역시,기장군,43746,205.9,21900
7,2017,04,부산광역시,중구,28687,171.56,17645
8,2017,04,부산광역시,서구,59097,202.78,21662
9,2017,04,부산광역시,동구,49397,191.62,20108
10,2017,04,부산광역시,영도구,62369,213.8,22040
11,2017,04,부산광역시,부산진구,187930,222.31,23103
12,2017,04,부산광역시,남구,132325,233.1,25030
13,2017,04,부산광역시,사하구,153087,225.47,23251
14,2017,04,부산광역시,수영구,88218,220.26,23614
15,2017,04,부산광역시,사상구,104514,228.23,22996
0,2017,04,대구광역시,달성군,106007,191.84,19403
1,2017,04,대구광역시,동구,171475,211.55,21640
2,2017,04,대구광역시,중구,49382,179.94,18442
3,2017,04,대구광역시,서구,101497,198.87,20598
4,2017,04,대구광역시,달서구,265239,227.21,23128
5,2017,04,대구광역시,남구,91405,183.5,18809
6,2017,04,대구광역시,북구,203029,221.1,22181
7,2017,04,대구광역시,수성구,189296,243.91,26312
0,2017,04,인천광역시,중구,59435,206.41,21659
1,2017,04,인천광역시,강화군,35285,182.41,22483
2,2017,04,인천광역시,동구,31075,227.48,23012
3,2017,04,인천광역시,서구,210404,240.77,26165
4,2017,04,인천광역시,계양구,133296,232.79,24111
5,2017,04,인천광역시,옹진군,12241,150.8,17487
6,2017,04,인천광역시,남동구,229681,230.44,24101
7,2017,04,인천광역시,부평구,233711,229.23,23562
8,2017,04,인천광역시,남구,204719,205.62,21636
9,2017,04,인천광역시,연수구,137937,238.74,25771
0,2017,04,광주광역시,서구,149320,231.38,23978
1,2017,04,광주광역시,북구,215376,219.79,22125
2,2017,04,광주광역시,남구,101270,234.03,24935
3,2017,04,광주광역시,동구,57781,191.14,19926
4,2017,04,광주광역시,광산구,181430,232.35,23581
0,2017,04,대전광역시,대덕구,92719,209.96,20988
1,2017,04,대전광역시,동구,129646,193.09,18641
2,2017,04,대전광역시,중구,119399,215.83,21637
3,2017,04,대전광역시,서구,236930,210.79,20752
4,2017,04,대전광역시,유성구,167588,210.13,21184
0,2017,04,울산광역시,동구,80131,219.83,23174
1,2017,04,울산광역시,중구,109914,230.98,25258
2,2017,04,울산광역시,남구,160369,224.4,23874
3,2017,04,울산광역시,울주군,109770,210.22,22053
4,2017,04,울산광역시,북구,80885,246.85,25703
0,2017,04,경기도,광명시,126304,238.13,24686
1,2017,04,경기도,군포시,111013,236.27,24596
2,2017,04,경기도,성남시 수정구,120217,185.73,19410
3,2017,04,경기도,의정부시,184739,237.11,24100
4,2017,04,경기도,평택시,252016,202.41,21210
5,2017,04,경기도,하남시,86663,237.99,25980
6,2017,04,경기도,이천시,98983,210.67,22370
7,2017,04,경기도,수원시 장안구,125355,223.74,23539
8,2017,04,경기도,수원시 팔달구,104879,199.76,20630
9,2017,04,경기도,용인시 기흥구,154247,262.86,29196
10,2017,04,경기도,과천시,22141,219.57,23587
11,2017,04,경기도,남양주시,253354,259.39,28381
12,2017,04,경기도,양주시,80693,219.09,23176
13,2017,04,경기도,광주시,147960,230.97,25978
14,2017,04,경기도,안성시,95758,202.26,20624
15,2017,04,경기도,부천시 남구,2,130.5,15735
16,2017,04,경기도,수원시 영통구,145331,225.93,23682
17,2017,04,경기도,여주시,55625,200.67,21828
18,2017,04,경기도,화성시,297150,220.18,23809
19,2017,04,경기도,연천군,23872,178.07,19726
20,2017,04,경기도,가평군,33264,186.3,21412
21,2017,04,경기도,양평군,58431,198.38,23311
22,2017,04,경기도,김포시,154761,246.54,27369
23,2017,04,경기도,성남시 중원구,101850,213.05,22425
24,2017,04,경기도,수원시 권선구,161479,224.91,23477
25,2017,04,경기도,성남시 분당구,189729,255.65,28498
26,2017,04,경기도,안양시 만안구,107792,226.87,23981
27,2017,04,경기도,용인시 수지구,122423,289.48,32835
28,2017,04,경기도,시흥시,198782,207.57,20845
29,2017,04,경기도,용인시 처인구,105796,207.89,22779
30,2017,04,경기도,안양시 동안구,129645,240.88,25560
31,2017,04,경기도,고양시 덕양구,158101,239.21,25061
32,2017,04,경기도,동두천시,45992,222.27,22724
33,2017,04,경기도,의왕시,59248,246.82,26408
34,2017,04,경기도,고양시 일산동구,120571,252.27,28267
35,2017,04,경기도,부천시,363402,227.75,24303
36,2017,04,경기도,안산시 상록구,174353,207.62,21545
37,2017,04,경기도,구리시,77231,242.58,25346
38,2017,04,경기도,오산시,102627,213.01,21539
39,2017,04,경기도,파주시,176776,241.41,26314
40,2017,04,경기도,포천시,73412,199.27,21573
41,2017,04,경기도,안산시 단원구,155342,205.73,20728
42,2017,04,경기도,고양시 일산서구,107680,268.11,29547
0,2017,04,강원도,동해시,47842,210.26,21452
1,2017,04,강원도,속초시,41018,222.96,22788
2,2017,04,강원도,고성군,16007,184.42,20392
3,2017,04,강원도,양양군,17279,174.83,18665
4,2017,04,강원도,횡성군,25274,183.88,20075
5,2017,04,강원도,춘천시,141297,215.2,22114
6,2017,04,강원도,영월군,21994,184.19,20266
7,2017,04,강원도,양구군,11251,195.59,20915
8,2017,04,강원도,태백시,24674,199.28,20549
9,2017,04,강원도,홍천군,38843,186.41,20307
10,2017,04,강원도,화천군,12331,185.19,20002
11,2017,04,강원도,인제군,17874,179.02,20096
12,2017,04,강원도,평창군,28261,172.47,18591
13,2017,04,강원도,철원군,22284,197.33,22699
14,2017,04,강원도,강릉시,115759,207.64,21865
15,2017,04,강원도,원주시,169537,218.79,22724
16,2017,04,강원도,삼척시,40376,185.78,19341
17,2017,04,강원도,정선군,21505,186.48,20212
0,2017,04,충청북도,음성군,56336,184.47,19296
1,2017,04,충청북도,청주시 흥덕구,134540,197.07,20761
2,2017,04,충청북도,옥천군,26330,190.28,21237
3,2017,04,충청북도,충주시,115968,193.41,20319
4,2017,04,충청북도,보은군,19123,173.26,19205
5,2017,04,충청북도,영동군,27969,180.89,19637
6,2017,04,충청북도,청주시 청원구,102457,198.89,20435
7,2017,04,충청북도,제천시,71004,200.06,20985
8,2017,04,충청북도,단양군,17162,182.43,20335
9,2017,04,충청북도,증평군,20699,184.33,19189
10,2017,04,충청북도,청주시 서원구,108033,208.7,21532
11,2017,04,충청북도,청주시 상당구,78795,216.37,23057
12,2017,04,충청북도,진천군,42502,187.55,20306
13,2017,04,충청북도,괴산군,21866,174.88,19994
0,2017,04,충청남도,서산시,93294,196.48,20228
1,2017,04,충청남도,천안시 동남구,126731,203.93,21002
2,2017,04,충청남도,홍성군,57947,200.25,20424
3,2017,04,충청남도,계룡시,18471,242.24,23789
4,2017,04,충청남도,청양군,17908,180.36,19517
5,2017,04,충청남도,금산군,30571,175.92,18915
6,2017,04,충청남도,부여군,36225,186.87,20291
7,2017,04,충청남도,태안군,34290,182.99,20097
